Review,Rating
keseringan update ini game.... malah update y gk ngotak lagi....,1
verygood,5
game tolol kalo bisa dikasih bintang nol aja pemain nendang aja lama dilay nya padahal udah pencet umpan masih belum nendang dasar game kebanyakan update,1
"ayolah kompetisi sistem kelasmen diadakan, seperti UCL, UEL dll, bukan hanya liga domestik aja. liga domestik tp ada sistem untuk lolos ke liga champions sperti itu. mulai malas maenya.",2
"di update malah makin gak jelas, gak bisa bertahan woiii Konami",1
Boleh lah,5
makin update makin ga jelas,1
saat ini efootbal ver 4.0 lebih teratur sudah banyak perubahan dari sisi jaringan maupun grafik ini game terbaik menurut keyakinan saya,4
wasi gak jelas taik emosi gw sama wasitnya,1
"game nya baik, tpi kenapa ni saya update malah sperti instal game rpg 2 gb, saya update game tapi kek instal lagi ini gmn?",2
ku kasih bintang 5 kalau udah suport gamepad,4
bagus jirrr,5
ya minimal 1 banding 2 atau 3 gtu klo mau ngasih epik ini mah ngasih hadiah epik cuma 5 banding nya 250 udh mah hoki²an tergantung server,3
master league kocak update paling jelek,2
"klo update tolong langsung di dlm aplikasi efootball, jangn update di PlayStore kadang suka lemot update pembaruannya, klo bisa update pembaruannya langsung di aplikasi efootball aja min",1
"Tolong diperbaiki karena setelah di update aplikasinya, saya tidak bisa masuk ke beranda. Pengunduhannya enggak mau jalan sama sekali, 0 persen terus-menerus padahal sinyal tidak bermasalah.",2
"baik, semua sepatu nya harus upgrade setiap ada seri keluaran baru",5
"sangat realistis dan sayang nya Jersey nya agak agak jelek tapi 9,5/10",5
Sagat bagus tapi setiap hari Jum'at apdet,5
permainan ini sangat seru dan menarik,5
game nya bagus👍,5
bagus. tapi kureng.,4
game buruk,1
kadang gak jelas updatenya,1
kenapaa gabisaa loginn woii konamii,2
kok tidak bisa dierbarui ya min.. mohon penjelasannya.,1
Gamenya udah bagus tapi kok selalu update selalu dan gaya pemain hanya gituh2 saja terus kalau bisa mulut pemain kok gituh2 aja kak kaya di PS yang kalau buat gol lansung ke buka ini malah kok mulut pemain tertutup terus kaya di jahit mulunnya pemain ini hanya sekedar masukan agar gamenya lebih seruh seperti PS gituh ini kebalik mulut penonton yang buka² lebar kalau ada gol tolong dong kalau update itu semua dang liga cupnya dan champions di adakan dong ini hanya saran saja agar lebih sepurna..,5
gemnya bagus,5
"nggak bisa login setelah update, benar² mengecewakan",1
"game sudah bagus sekali .. saran saja pergunakan uang untuk membeli dll . jangan hanya menggunakan koin , uang nya tidak berguna",5
"ga rekomen masa setelah update kemarin akun saya ga bisa di buka harus nunggu loading, tapi saya tungguin malah stuck di 0",1
"game rusak, update malah gabisa login, paket udah habis 12 gb tetap gabisa,",1
sekarang gabisa clone aplikasi,2
the best game fottball,5
makan memori doang..costum club bnyk yg polos dan pemain lama semua,1
"overall secara gameplay sudah bagus, hanya saja saya minta tambahkan fitur TopSkor, Best Player, Kiper terbaik, juga durasi menitnya bisa di tambah agar bisa lama, dan lain sebagainya.",5
update sekarang ko jadih gini yhh padahal jaringannya bagus. tapi pas main jadi buruk padahal update kemarin nggak kayak gini,1
Game k*ntollll,1
seru & asik untuk di mainkan di waktu senggang,5
LAAAAGGGG BAAANGGEEEETTTT WOIIIII,1
"bagus banget, tapi sayang ak susah untuk belajar , gocekan",5
Setelah update gabisa login aplikasi ditablat huawei,1
updatenya gagal terus mentok di 86%,1
tolong kembalikan kuota saya padahal udah mau selesai malah ke ulang padahal jaringan aku bagus loh mana tiga kali lagi ke ulang tolong balikin kuota aku,3
tidak layak di sebut master league,1
"udah menang 3-1 tiba"" musuh mengakhiri laga, laga di batalkan ga jls nih game",1
keren menurut saya? tapi tolong untuk iklan di non aktifkan 🫶🙏,5
Adain liga Champions pasti seru bangat,1
Fitur master league yg buruk dengan ada nya stamina 10/10,1
update.an terparah...akun ke 2 gak bisa di buka..di update loading stuck balik lagi ke 0..pake wifi maupun data sama saja,2
game bagusss bange55ttt,5
game vevek,1
setelah update jadi barat ini game bek pada ngelord mulu,5
mending maen pubg gk bosenin maen dapet pemain busuk semua udah 3 th maen kaya gini ja,1
gasuka Terlalu sering update memory penuh woyyy,1
"wasit nyusahin, gk adil, gk becus juga",2
game keren ssiiiiuuuu,5
"update terbaru banyak bug, 90+1 menit wasit kaga niup peluit pepek",1
Sinyal bagus tetep ngelag .wkwk,1
tiba2 pas update berhenti 3kali 40% 65% 50% gua update Pake paket data ya ga gratis njirr,1
menarik dan tampilan game sangat realistis,5
"ini seriusan?? event master league yg udah di nanti nanti beberapa orang, di kasih energy dan beli energi nya harus pake koin???? kikir banget wok, sumpah kikir banget",2
woy Konami ini update berapa GB??. udah dataku udah terkuras 4 gb dan belum selesai download nya?,1
"setelah di update makin aneh gameplay nya pemain jadi pelanga-plongo padahal bola udah di kaki tinggal congkel doang tapi bola tetep bisa lewat, gw kasih bintang 5 supaya komenan gw ada di atas.",5
"ga pernah berubahh, baru main pun dikasih lawan 100+ full team padahal saya baru main. perlu dirubah matchmaking pvp nya. PAY TO WIN👎🏼",1
berat,3
"kapasitasnya gede bngt ajg, update udh brasa kyak download baru",1
mau update malah stak downloadnya kocak,1
"UDAH BAYAR TAPI ITEM GA MASUK , UANG HILANG ITEM GA DAPAT RUGI",1
kenapa punya ku ga bisa di buka konami,3
tolong dong buat transfer data jangan dibatasin,3
"tolong di perbaiki sistem mendapatkan pemain dan server nya,",3
woi gua akun ORI kok gabisa maen sih malah stuck doang gimana sih nih game padahal gua player lama loh masa harus dipaksa pensi sih!!!!,1
"lama gak main ,dark sistem, menangnya diseting",1
Setelah di update jersy indonesianya balik lagi ke awal jadi polos,5
"cuma menang grafis, tp tuk gamplay pvp, lawak",1
udah download habis 5gb ngulang terus,1
game nya seru rame pokonamah,5
terbaik pokoknya 👍,5
kenapa konami setelah saya Update kemarin GK bisa lagi login ?? tolong di perbaiki,3
update nya ga ngotak,3
"mangkin di update system mangkin tidak jelas Konami , server sering down.",1
game anomali,1
makin berat aja game play nya .perbaiki lagi,1
banyak bug saya badmood mau gacha gabisa padahal udah siapin uang 3 jt abis top up,1
"HABIS UPDATE STUCK LOADING DOWNLOAD, SETELAH BISA MASUK GAMEPLAY BANYAK DIUBAH, KIPER KENA SHOOT JARAK JAUH 1 SHOOT GOL, KALIAN ITU UPDATE BUKANNYA MAKIN BAGUS MALAH JADI SAMPAH!? KEMBALIKAN MODE DOWNLOAD SEPERTI PATCH SEBELUMNYA! ATAU TUTUP SAJA SERVER !",1
"Game yang makin buruk, sulit untuk memperpanjang kontrak pemain, harus punya masa perpanjang kontrak dahulu, dan membeli masa kontrak harus memakai poin e football dulu baru bisa memperpanjang pemain dan pembaruan Sekarng makin besar aj sampai 2,5 GB 🤦",1
"game gk jelas makin update makin susah defend game gacah berkedok bola,sinyal server gk pernah dibenerin padahal 1v1 doang antar player main masa harus make kabel LAN terus tiap hari dimarahin ortu lah makin update makin gk jelas",1
saya kecewa karena masak hadiah gak bisa di ambil,2
ga usah update aja sekalian update bukannya buat seneng malah buat emosi,3
saat mendownload data selalu stuck dan gagal,1
"game ampas, sinyallu ampas, kebanyakan script game lu",1
"kenak looping pengunduhan data tambahan habis sampek 20gb ngulang ngulang aja progresnya. udah 60% muncul lagi notif download data tambahan jadi progresnya ngulang,gitu terus selalu. menyerahlah akhirnya udah 5 jam kenak looping.",1
"setelah update gameplay jadi aneh,tolong kembalikan ke gameplay sebelumnya",2
game nya mantap,5
"min yg make clone gimama ini... ""Download Completed"" stuck",1
very good game....,5
"ini game lama-lama membosankan, sistem takut kalah pemain AI yg dimainkan gulit dan gulit, menit akhir banyak diuntungkan, gol tercipta kebanyakan offside, jika sistem keadaan kalah poin tambahan waktu lama. sebaliknya kalau player kalah tambahan waktu 1menit.",1
overall bagus.. mohon buat developer tambahkan komentar bahasa indonesia..pasti seru untuk kami player indo mendengarkannya.,5
tolong developer kembalikan gaya main dan kontrol seperti patch kemarin karna sangat susah bermain ntuk patch sekarang dan juga saat saya mau gunain skill individu pemain contoh doble touch. kayak gak bisa bisa gitu padahal saya jago main nya. tolong developer kembalikan kontrol yg seperti patch dulu,2
kenapa semenjak di update tidak bisa di download lg stak di angka 82% gak mau nambah lg,2
tolong bagusin dong jersy2 nya tau masukin liga indonesia kan seru,5
makin di update makin gajelas padahal cmn mau claim item doang pakek server padat segala mana update nya sekali seminggu memeg memeg,1
bagus si di jamin 1000% ga nyesel,5
game bagus cuma kura ngi pembaharuan nya terlalu sering,4
bagus banget,1
menurut saya sudah bagus semua tapi tolong master league nya jangan pake nyawa karna kita sedang asik asik maen tiba tiba nyawa abis mau isi nyawa juga harus pake koin jadi tolong itu aja yang harus di perbaiki lagi sangat minta tolong kepada Konami🙏🏾,5
"500koin diskon dapet nya busuk , kocak",1
dear developer tolong kembalikan jenis kontrol yg kemarin dan juga tolong kembalikan kontrol buat skill individu yg seperti patch dulu. untuk kontrol yg sekarang sangat susah memainkan nya. saya sudah coba 10 game itu membuat kepala saya pusing jika memaikanya karna gak sinkron dgn otak saya jadi saya mohon buat developer buat patch selanjutnya kembalikan jenis kontrol dan skill individu seperti dulu supaya enak mainya dan gak bosen,2
"game busuk lemot,grafik patah-patah lawan gak sepadan,jaringan bagus pakai wifi putus-putus mulu game jelek sekali gak layak jadi game terbaik jelek semua pengembanganya",1
"udah 2 kali main divisi dan posisi lagi menang, ehhh malah keluar keluar sendiri padahal jaringan juga udah bagus",5
Mantap...,5
game makin gajelas,1
good,1
"buat developer, cuma sekedar nyaranin kasi leg pertama dan leg kedua di match nya, pasti semua bakal suka si, kaya vibes"" ucl, tolong yaa developerr",5
because I rarely get my luck when gacha epic player...please give me epic gacha luck I will give 5 stars👍,4
makin lama makin aneh,1
INI menurut aku game bola terbaik siii,5
"game bagus, seru",5
"game dengan jaringan paling burik sedunia, game tolol",1
joss game terbaik,5
"sayang nya Akun utama saya hilang, padahal sudah saya takutkan ke Konami.id tapi konami nya tidak menanggapi. padahal saya sudah habis habisan untuk Top up Efootball coin, mungkin kalau di hitung adalah sekitar Rp.5.000.000 dengan squad AC Milan full epic legend bigtime highlight POTW maupun paket.",4
"kembalikan seperti sebelumnya, agar bisa di gunakan aplikasi clone",1
kenapa gagal terus ya update nya balik ke 0% terus meski sudah berjalan di beberapa % donload datanya,3
tambah update tambah ngak karuan njirrr di batasi akses pula,1
game jelek selalu ngelekk main,1
"setelah update game nya sering bermasalah, susah login",1
game nya udah bagus tolong @konami liga saya. di bikin lebih bagus contoh ada liga champions nya itu bagus banget. terus sprint master league kok kayak nggak niat bikin nya percuma donwload banyak tapi hasil nya tidak memuaskan tolong di baca dan di perbaiki lagi??,5
Update nya engga abis abis erorr burik emang,1
masih tahap awal,2
stuck di 0% terus,1
"Server dibatasi maksudnya gimana, kalau mau maintenance ya lakukan saja, server dibatasi lagi banyak yang on gitu ? , kacau! uninstall dah cape",1
liga nya perlu di perbaiki lagi,4
update sekarang tambah keren dan super HD,5
pembaruan terus,1
bagus cuman penonton ny itu Mulu,5
wel,1
"update tiap minggu,, tapi hasil itu itu aja,,mendapatkan pemain legend malah tambah susah,.",1
server ya oy,1
"abis di update malah gak bisa masuk , gimana ini",1
Oppoa3s udh ga support kah ke efb?,5
the best lahh pokoknya,5
"input kadang tak sesuai, ngoper kadanv gak akurat dan saat mengarahkan pemain untuk gojek musuh kadang mala diem aja seperti gak ada input yang masuk. untuk game yang membutuhkan kelincahan dan respon cepat sangat fatal sih bikin permainan jadi menjengkelkan",1
"wwooooeeeeeiiiiiii punyaku kok gak bisa di buka,,sampai donlot 4 kali dari temen temen juga bnyak yg gak bisa di buka aplikasi nya",2
da tolong banget bikin fitu becomelagend seperti di consol game .. nya,5
pay to win,5
"klo update kira-kira, grafik masih burik sekalinya update 2gb",1
bagus bngt kaya di ps,5
gabisa login game gajelas,1
berharap ada liga Champions di liga saya,3
Padahal udah pake wifi dan kuota tapi masih aja gk bisa login tolong di perbaiki ya konami.....tapi tetap kasih bintang 5,5
game yang sangat bagus. semoga grafik dan ekpresi wajah senang pemain saat selebrasi bisa diperbaiki. jgn wajah datar saja tanpa ekpresi mimik muka. dan untuk tendangan freekicknya lebih baik pakai tombol saja jgn pakai jentik atau geser ke atas gitu. jadi gak kuat tendanan freekick pemainnya,5
sangat kecewa dgn pembaruan 5.4.0 pemain 1 milliar download nya gk ada yg bagus... bisanya Sangat antusias bermain untuk mendapatkan pemain epic ..ini pemain bansos nya yg sdh pernah keluar di keluarkan lg...,4
sepin banyak tidak pernah dapat pemain bagus setiap sepin dapat pemain itu itu aja,1
Sangat tidak ramah dan kikir koin,1
Woy ko jadi ga bisa claim inbox,1
"bagus,cuma perlu di optimalkan lagi kelancaran game nya,masa hp buat main pubg lancar jaya tapi buat main ini malah berat,terus ada masalah server juga gatau kenapa",3
agak berat,4
"update 2gb lebih, tapi gameplay makin aneh, pertahanan jadi berantakan, jadi makin susah buat bertahan. smart assist makin menjadi jadi padahal banyak user yg mau smart assist di divisi pvp dihapus. developer game ini terlalu sibuk jualan kartu pemain, buat master league yg ga ada gunanya, sementara server masih hancur hancuran. saya uda main game ini sejak masih pes mobile, gimana game ciptaan kalian mau bersaing sama game sebelah kalau kalian ga pernah dengerin keluhan usernya, dasar sampah.",1
Update april 2026 for efootball 2023 gameplay,1
setelah update akun kloning kedua gabisa dibuka. sangat buruk!!!,1
cuma saran tolong tambahin liga Indonesia sama mode cup,5
kenapa unduhan saya gak jalan,5
seragam indonesia ilang njirr,1
mantap lanjutkan terus master league nya,5
"Setelah update jadi gk bisa masuk game, malah stuck di donwload.. Udah 30% malah turun lagi donwload tan nya, gimana sih konami.. Benerin dong",2
"Passing jelek gak sesuai perintah kemana arah kursor, dan kalau lawan AI selalu di beratkan pemain kita bisa2nya ngelag gak jelas pemainnya.",5
kok jdi ngak bisa di buka game nya. dari kemarin ngak bisa di buka,2
"ABIS UPDATE DOWNLOAD DATANYA STUCK TERUS, UDA BEBERAPA KALI INSTALL ULANG SAMA AJA STUCK",1
cobalah jalin lisensi kerja sama juga dengan Ronaldo jadi enak kalian juga bisa memperbesar keuntungan juga💪,3
ini gimana nih ratingakin menurun.. plece.. prbaiki yg bikin pemain kesal.. apa aja.,3
game uda d dowlod tp gak bisa k buka,3
"game kikir ga jelas, ngeluarin mode master tapi gak jelas pake energi",1
terus terang game ini jelek nyesel gue Dwolodte meras kota udah 2 x abdet kembali lagi ke awal yg ada kota abis untuk semua jangan lah dwonlade apk game ini kalo lalian ga percaya coba aja kalo kalian gak nyesel saya cuman ngasi tau aja 😡😡,1
game nya udah bagus cuma satu kurang mode liga Champions nya ga ada,4
kenapa sekarang udah gak bisa membayangi otomatis,4
minus nya 1.. kalau tim kita Madrid musuh nya barca.. jelas banget di permainan kan jaringan nya.. gak adil juga.. bnyak penghobi bola tapi sponsor nya barca terus..,5
"semakin kesini semakin lemot tiap kamis pembaruan trs , seharusnya cuku skli pembaruan ,semakin besar pula datanya semakin lemot",2
terlalu berlebihan dengan yang baru main lawan tidak sepadan,1
Udah di install tapi g bisa login lawak emng benerin Napa biar bisa login biar g ribet download aplikasi yang lain.😏,1
tambahkan Liga Champions dan perbaiki setiap nama2 klub yang salah beh mantap,5
setelah update 9 April kemarin malah aplikasi clone gabisa dibuka. tolong diperbaiki konami!!!,1
"perbaiki server, sering delay",1
kurang mantap,1
"game nya jelek, sangat tidak recommended",1
sprint master nya lama bet waktu nya tapi mode spirint master bagus baget tapi tlo lah jangan kasi batas main nya lama lagi tungu nya,3
game rusak kek Kon tollll,1
updet bek jadi planga plongo jing,1
sampe saat ini sih nyaman .rekomendasi buat santai,5
game nya bagus grafik nya hd,5
"jaringan yang 80-95% buruk ketika bermain bersama teman, perbaiki gamenya agar lancar walaupun di jaringan yang kurang stabil.",1
"Bagus, cuma sering bermasalah sm sinyal.",5
"sinyal sdh bagus, stabil, kenceng.. eh pas match versus player lain ngelag ngelag.. developer nya becanda",2
ini kenapa masi belum bisa login akun gua juga cuma satu gada clone clone an,1
Pelan,5
Ngabisin kuota aja lu. Kaga jelas,1
"game busuk, jualan kartu, spin gak pernah di kasih epik",1
ga pernah hoki tiap spin,1
"​""Saran buat Konami: Tolong perbaiki AI di mode Divisi. Sangat tidak masuk akal melihat pemain AI dengan rating rendah bisa menjadi overpowered dan selalu menang dalam duel fisik maupun kecepatan. Keputusan wasit juga perlu dibenahi agar lebih netral. Sebagai pemain, kami merasa sistem gacha saat ini terlalu sulit. Tolong lebih hargai komunitas dengan membuat game yang lebih adil dan tidak terasa seperti diatur (scripted).""",1
kenapa gameplay nya makin berat wey berat banget jadi males main nya,1
mendownload sama update nyaa lumayan lama,5
LOL WKWKWK,1
terulang,5
dari dulu sampe sekarang masih jadi masalah utama kenapa sinyal jumping penyakit lama gk pernah sembuh,1
"seruuu,laga nya soft bangett,gak ngeleg,walau banyak club primer league belum banyak,beli lisensi nya pliss miminn🤚🏻",4
kalau main online kok jaringan kita ngeleg terus padahal wifii full,3
"Liga nya di tambah cup seperti FA CUP, liga champions, dan lainnya biar ga ngebosanin. manakadang ngeframe.",4
Game nya jelek,1
gamenya bagus saya suka,5
game plan nya bagus sih cuma gada BRI super league,4
update nya lama,3
ko akses server di batasi terus terus logout sendiri,1
"game apaansi nih gacha dari tahun kapan ga dapet dapet yg bagus, dapetnya yg rating 73 kebawah mulu heran gua",1
"tiap minggu update malah makin jelek ni game, gameplay ampas cuma update gacha terus, pay to win nya makin gila",1
oi konamex makin update makin paok apk nya,1
seeru gaes,5
plisss dong min bikin liga indonesia,3
gw update ko ga selesai selesai ya?,3
bagus game y tapi ke banyakan updet y gede pula lagi,3
"tolong balikin kontrol membayangi yang sebelumnya Konami, ini yg terbaru susah",1
kurang liga 1 Indonesia,4
bagus sekali saat mainya kerencang,5
mndingan,4
"pemain epic sangat susah didapatkan, harusnya konami lebih royal akan hal ini",1
game bola Konami ini sangat bagus dan keren 🫰🏻😇🙏🏻,5
"salah satu update terburuk efootball, kenapa defender di nerf dan terobosan di buff abis2an ini jatuhnya terlalu manjain player skill issue, jadi efotball udh 11/12 ama game sebelah gocekan ga masuk akal bek ngawur jadinya terlalu arcade dan jatohnya jadi game skill issue, mentang2 skrg banyak bocah2 skill issue yang main ya jangan terlalu dimanjain kayak dibuat fitur SA lah sekarang malah terobos ga masuk akal, kembalikan efootball yang dlu,jdi percuma top up mahal2 klo ujung2nya gmpg kebobolan",2
tolong jangan sering-sering abdet biar bisa main dengan nyaman,5
Nih game PAY TO WIN jadi pikir pikir lagi aja,1
wowo,5
"kenapa ni game, ngebug mulu njir ga bisa klaim apa apaa",5
"updatenya agak busuk daripada yang lain, walaupun ketambahan cara kontrol baru sama gerakan baru, tapi untuk defend nya sendiri tidak seperti dulu yang buat beberapa player kuwalahan termasuk saya sendiri karena tempo permainan nampaknya dari gerakan lebih cepat tidak seperti dulu, saya harap untuk defend terutama membayangi di kembalikan lagi seperti semula agar player gak kuwalahan dengan tempo permainan yang tambah cepat ini🥀✌",2
klo bisa mulut nya bergerak.,5
jaringan server nya parah banget ini game giliran main game yang lain lancar lancar ajh,2
bagus bgt,5
perbaiki lagi,5
ngeleg gabisa gocek gam hama,1
Gamenya buruk gameplay sering leg sinyal lancar aja di game sangat ngeleg luar biasa,5
menurut saya setelah update 9 April 2026 dan menghadirkan master league aplikasi malah berubah total di mana sekarang tidak 1 APK dan data ketika mendownload di play store harus download terpisah di game yang membuat itu jauh lebih lama dan banyak orang yang protes tentang ini jadi saya menurunkan bintang jadi 4 dan master nya juga nggak sesuai ekspetasi banyak orang,4
"emang game tidak rekomendasi ini game pantes aja kalah saing sama developer yang lain bug banyak lahhh lu sering top up lu aman di bantu sama pusat nya langsung tuhh sama si Konami makin sini makin gak jelas dari segi game play kata nya sudah di perbaiki tapi fakta nya tetep sama sama aja malahan malah makin hancur passing gak tau kemna lah kontrol acak"" kan setiap mau shooting dlay lah after di nyalain Sa masih sama emang game ini khusus yang mau masuk RSJ aja makin hancur nihh game",1
"makin lama makin berat gamenya, jd server eror terus",1
game aneh update cuma buat nyusahin orang,1
update jelek tidak sesuai expectasi sama sekali,1
servernya bapuk,1
mantap kali,5
"kontl, kenapa pas gua megang bola lah tapi kalo musuh yang pegang lancar anjng",1
"terlalu sering udte apk,,pusing....ousing",4
"Game K4mpret. perbaikan setiap hari, lagi enak2 main beban server terlalu berat, gak gak kuat servernya gak usah banyak gaya. jadi player yg di rugikan",1
grafik nya bagus dan mulus dan updatenya bagus banget mirip seperti aslinya,5
"banyakin update"" lagi sampe server rusak ae bang biar permainan nya bangkrut bisa"" nya lagi push divisi malah beban server tinggi, makanya gausah sok"" an update"" an mulu klao ha bisa nampung server nya lol",1
"w libra,dn w butuh ini.",5
min kasih liga indo dong yg lisensi,5
gemya bagus,5
tolong berikan perubahan terhadap servermu itu ketika maen game lain bahkan download film biasa² saja lancar tapi kenapa di game mu selalu ngelag jangan dengerin orang suruh bikin master league atau apa benerkan dulu servernya gausa kebanyakan perubahan kalau servernya masi kacau,1
"bagus sih aplikasi tapi boleh gk gb nya diturunkan berapa kek 1,2 tapi tetap aku akui bagus grafik nya 👍",5
"ini bug atau gimana ya, saya dapat pemain Showtime Alan franco tapi rating cuman mentok di 100 padahal di pack brasileirao betano disitu tertera kalo rating 99 jadi otomatis kalo masuk/jadi pemain inti rating max 103, tolong dong diperbaiki🙏🏻",3
update di playstore 2 giga Mulu padahal cuma nambah beberapa pemain event pun masih sama sama aja,2
"makin kesini kok makin susah masuk nih game, padahal dah main bertahun2",5
knp tdk bsa terupdate ini gamenya,1
kurang,1
game mantul,4
update terus yang di ganti pemain doang,2
TOLONG PERBARUI LIGA 1 INDONESIA NYAA DONG DI TUNGGU NIH,5
gacha tapi ngak pernah dapat komani kontorl,1
gabisa transfer data,1
suka ngelek sinyalnya,1
"update pemain nya untuk di club ga update' jadi ga realistis,dan juga untuk adakan beli pemain dari liga dong untuk di liga saya ,jadi nya kek di real nya bisa beli pemain dan bisa jual pemain",3
sangat bagus😎,5
mantaf,5
please make BRI League One,5
"semakin di update semakin berat,masa sinyal setiap pegang bola ngelag",1
"Setelah pembaruan,pemain sendiri makin bego,perpindahan kursor makin ngaco,Smart Assist??bukan nya dibenerin malah makin ngawur.",3
gem ini mantap,5
passing lama banget dah 5 detik,1
baiksekali game nya,5
"game nya bagus si tapi kadang kandang lag juga makanya aku kasih 4★, lain kali lag nya dikurangin ya konami.",4
Aplikasi makin up to date,5
ga bisa d klon lagi,1
kadang kadang ngeleg ngeleg,3
"update nyaa lama banget, sekali update 2 jam ga ad ota jir",1
server nya down terus......,1
ngadain event gratis isinya sampah semua makin pelit gratis tapi gak gini gini amat,1
size nya ga ngotak apalagi pas mau update,3
anjay,5
Tambahkan liga Champions dan eropa,5
ngeri,1
"setelah pembaruan back to leletttttttt .. cari musuh, mau main sama teman, super lelettttttttt .. padahal sinyal tap mantap, tolong perbaiki ..",5
download efottbal nya jangan lama la yang absen ini yang tanggal 2 aku download nya tanggl. 10. 4 2026,4
asiuuuuuuuuuuu,1
udah update terbaru tapi tidak bisa main aneh padahal pengunduhan semuanya sudah selesai tapi tidak bisa login.,2
sagat baikkk sekaliii,5
kalo bisa komentator nya bahasa indonesia,5
"tolong server anda diperbaiki, jaringan udah pakai wifi tp main divisi patah"" padhal sinyal full,",1
update 50% trus ke ulang lagi...bikin habisin paketan aja,1
kurang liga Jerman aja kalok ada liga jerman pasti game nya lebih seru tolong tambah kan liga jerman,4
kenapa gak bisa login nih minn stak di 0% minn gimana nih,1
"sudah lebih dari 10 kli tiap usai laga tiba tiba muter dan kamu kalah. padahal pas main bagus,jaringan bagus. parah ini efootball.setelah update jjadi susah untuk membayangai. aneh banget setiap update nya",4
"Setelah pembaruan, kok jadi lama banget loading nya.. Sinyal aman kok?!",3
tolong min buat event master league nya di permanen kan aja,4
tambah lisensi liga Indonesia,4
game pelit. game banyak bug. game player nya banyak yang pakek script. buat laporan ga di tanggepin nyesel dwnload game ini sebenernya bintang 1 pun ga cockk buat game ini cocok nya bintang 0,1
tambahin biar ada var nya dong min,5
mantap 100/10,5
terus-terus UPDATE,1
"tolong dong adain liga Champion nya, kurang seru gada liga besar besar nya. semoga di lakukan.",3
penyaluran hobi,5
mau update kok sulitnya puol...,5
gw kenapa ga bisa login nih padahal ga pake clone,5
jaringan bagus tapi bisa ngeleg tiba . smart assist tidak berguna .,1
game ini bagus tapi terlalu banyak update nya,5
tolong Konami perbaiki... lagi cari lawan blm ketemu... kok bisa kita dinyatakan kalah... lawan aj kita blm tau siapa... 🙏🙏,3
ok bagus sekali gameNya,5
game gajelas jelek banget abis in kuota aja kaga bisa login,1
lodinge Sowe ne pol ajing,2
peran pelatih harus lebih nyata lagi dan jualbeli pemain harus ada setiap liga usai dan harus ada liga campion ato eropa agar seperti nyata jadi ngak jalanin 1 liga aja,3
jadi jelek.parah parah parah.,1
server down melulu,1
habis update ga bisa login. ga jelas banget ini game.,1
game yang menyenangkan,5
"gila2an kuotanya kalo update,udah kuota mahal",1
"overall bagus cuman, ini kenapa kok gak bisa di download ya buat masuk itu? Ini bug atau hp ku yang gak mendukung? Tolong dijawab",5
"sinyal beresin, jgn main asal putus. wasit yg bener, jgn memihak",2
tambahin lah liga indonesia bos,4
"Keren,, tapi tolong dilengkapi club & jersey clubnya terutama club eropa & iventnya... karna masih ada club besar yang jerseynya kagak sesuai aslinya...",5
"game ini bagus,tapi cuman kekurangan nya kalo nge update suka lama,tapi selibih ny bagus",4
mau untung sendiri,1
game seru abiss,5
saya suka game nya. yg mau saya tanya apakah game ini blm ada liga Champions nya?,2
tolong ini game jangan banyak bag nya,5
"Game cacat pay to win, planga plongo bek, lo harus rajin top up biar gmpang divisi 1",1
makin hari makin tolol ni game,2
gaada bundesliga,1
master league pleaseeee,1
keren,4
"ei knpa ni ngestuck njir, gabisa login",5
"GAME NYA BAGUS TAPI PETANDINGAN NYA CUMAN LIGA SAYA TERUS LIGA CHAMPION GAK ADA DAN LOGO CLUBNYA HARUS DI SAMAIN SAMA LOGO ASLINYA, DAN TOLONG BERI SEKALI PEMAIN² GRATIS",5
games baguss grafikk bagusss,5
game sangat berkualitas,5
woy kanomi ini gimana masak GK bisa login udah update 2GB lebih malah GK bisa login padahal akun asli gua dan satu-satunya akun gua jadi males main tolong kasih solusinya ini,5
"game kagak jelas,udah susah menang tiba2 lawan akhirin laga...ehhhh jadi kita kalah,dilaporkan ga ada perubahan sama sekali nyesel download ini",1
"gamenya sdh bgs,, tp ada masukan, mohon trofi liganya sama dengan yang sebenarnya, terus mohon juga liga championnya ada juga. trs Coach ditampilkan jg. yaa sama lah yg ad di PS 4 atau 5.",5
kenapa update sekarang jersey national nya jadi jelek,3
ini gimamana sih ko abis update pengunduran selesai tapi masih 0% kosyak kon mi,1
"makin update makin ga jelas, gacha mulu di fokusin game play gajelass konami tolol",1
mantab apalagi kalau di clone bisa sekarang sulit di clone apknya,5
"kali ini bintang 1,kecewa mode Liga saya pengaturan AI ny di rubah",1
"yg bener aj gabisa pake aplikasi clone, padahal gw pake juga clone bawaan hp",1
game ini kekurangan nya di saat game tidak di mainkan Divisi liga bisa turun mendadak' dan sangat membosankan tiap 3 gk gk dimainin tiba tiba merosot Divisi nya 😡,1
permainnannya aku ga bisa masukk,1
"fitur bagus chitter kayak miskin kebanyakan di dalamnya ""CUMA MAIN GAME""",1
"develop sampah, gapernah bebenah maunya untung terus",1
bocah celeng.. pembaruan ora ngutek,1
Gw kan udah unduh nah tiba tiba nggak bisa masuk game nya tolong di perbaiki developer,1
"cuman cocok untuk player online, jangan pernah berharap master league karena Konami gak bakalan rilis mode game yang justru menarik jam main mode dream Team yang super cuan, daripada merilis mode yang udah susah malah bikin duit buntung jadi Konami tidak akan merasa perlu merilis master league",1
